_r,_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP
7.394,97.3551168195933,-31.4004142530828,97.3550811202,-31.40036715531,0.5431,0.5588,3.5102,0.7009,-6.856,0.825,10.597,0.711,0,19.711739,0.011947,21.011694,0.115642,18.199926,0.022991,2.811768
7.3997,97.253445829246,-31.3059989987632,97.25344067946,-31.30597894543,0.5483,0.7157,1.7373,0.8937,-0.99,0.827,4.512,1.05,0,20.590734,0.008884,21.042286,0.153477,19.815763,0.09848,1.226522
7.4008,97.3634357695159,-31.1616128125154,97.36342927719,-31.16158865696,0.0715,0.0761,0.1489,0.0955,-1.25,0.099,5.435,0.089,0,17.993494,0.002975,18.326441,0.016116,17.520845,0.013094,0.805595
7.4049,97.3305785078303,-31.3924369181421,97.33057243695,-31.39241225592,0.0993,0.1118,0.0976,0.1345,-1.166,0.139,5.549,0.143,0,18.64975,0.003201,19.07217,0.02071,18.141394,0.015839,0.930777
7.4063,97.5256251354963,-31.2293287118119,97.52561533806,-31.22931944959,1.3563,1.7702,2.5955,2.4514,-1.885,2.283,2.084,1.765,0,20.893501,0.015684,20.703976,0.206701,19.980537,0.135326,0.723438
7.4153,97.3847157395144,-31.4052442317832,97.38471000628,-31.40521921845,0.1046,0.1191,0.3212,0.1434,-1.101,0.148,5.628,0.162,0,18.807913,0.003237,19.174622,0.027807,18.258686,0.021087,0.915936
7.416,97.4094634457149,-31.4049537742766,97.4094610035,-31.40492534761,0.084,0.0922,0.3738,0.1101,-0.469,0.117,6.396,0.115,0,18.413256,0.003069,18.907257,0.025899,17.76029,0.01347,1.146967
7.4222,97.3884061412653,-31.158393526061,97.38840004388,-31.15836929495,0.0299,0.031,0.2472,0.0372,-1.174,0.041,5.452,0.038,0,16.413315,0.002807,16.673119,0.004601,16.009859,0.00495,0.66326
7.4245,97.4087401528677,-31.1587749631477,97.40873496955,-31.15876086537,0.1486,0.153,0.365,0.1862,-0.998,0.204,3.172,0.181,0,18.99194,0.003468,19.646519,0.035477,18.305782,0.027787,1.340736
7.426,97.2686339763201,-31.2215820351098,97.26862727719,-31.22155815511,0.0527,0.0561,0.3154,0.0681,-1.289,0.074,5.373,0.072,0,17.445091,0.002872,17.758759,0.008017,17.004917,0.007523,0.753841
7.4263,97.3120124021215,-31.3834279710365,97.31200600384,-31.38340346437,0.0719,0.0818,0.318,0.0982,-1.229,0.101,5.514,0.104,0,18.130997,0.003,18.490269,0.019,17.603249,0.01508,0.88702
7.4307,97.2561224916726,-31.2466675522362,97.25614238126,-31.24659497446,0.1359,0.1487,1.2633,0.1806,3.826,0.196,16.33,0.177,0,18.894352,0.003435,20.127975,0.075474,17.779327,0.014041,2.348648
7.4317,97.3218324209412,-31.3889045978054,97.32182564222,-31.38888016225,0.0341,0.0392,0.184,0.0466,-1.302,0.049,5.498,0.049,0,16.672958,0.002811,16.922472,0.006565,16.269989,0.004962,0.652483
7.4336,97.5110706008156,-31.3562265299255,97.51107352579,-31.35621865437,0.0275,0.0297,0.535,0.0364,0.562,0.039,1.772,0.038,0,16.402172,0.002795,16.830471,0.004807,15.818568,0.004773,1.011903
7.4339,97.2552763132648,-31.2489202190565,97.25528252566,-31.24896031239,0.0531,0.0563,0.5218,0.0675,1.195,0.075,-9.021,0.068,0,17.375105,0.002867,17.862564,0.01366,16.748808,0.00719,1.113756
7.4401,97.5306234901169,-31.2379509272289,97.53062281437,-31.23794599834,0.0413,0.044,0.2578,0.0545,-0.13,0.055,1.109,0.054,0,17.070032,0.002847,17.409971,0.009241,16.565784,0.008091,0.844187
7.444,97.4970650445266,-31.3702354795855,97.497063561,-31.37021184403,0.429,0.516,0.3033,0.6772,-0.285,0.579,5.318,0.644,0,20.423025,0.006504,20.844244,0.110628,19.481127,0.067042,1.363117
7.4457,97.509982885233,-31.206223248972,97.50998980152,-31.20621906675,0.4715,0.5551,0.8748,0.6821,1.331,0.674,0.941,0.725,0,20.468035,0.007464,20.910755,0.110854,19.687923,0.072882,1.222832
7.4471,97.5365542471669,-31.3098110355122,97.53655105313,-31.30978593329,0.1383,0.149,0.6422,0.176,-0.614,0.227,5.648,0.2,0,18.920626,0.003471,19.291695,0.041699,18.232094,0.036492,1.059601
7.4617,97.5247528569,-31.3383149616066,97.52474900104,-31.33831157494,0.0461,0.052,0.3254,0.0617,-0.741,0.067,0.762,0.067,0,17.322739,0.002849,17.711956,0.008029,16.804766,0.008511,0.90719
7.462,97.502396223031,-31.1979926035882,97.50226976627,-31.19794940365,0.6203,0.7175,1.1692,0.8529,-24.338,0.952,9.72,0.986,0,20.699631,0.008751,21.349642,0.161878,19.159945,0.047273,2.189697
7.4635,97.40560916876,-31.15788424946,97.40560916876,-31.15788424946,1.1363,1.4606,,,,,,,0,20.877464,0.018563,21.405291,0.294739,19.960293,0.142329,1.444998
7.4648,97.5382250364437,-31.3043232686444,97.53822113516,-31.3043171842,0.0907,0.0998,0.2313,0.1212,-0.75,0.128,1.369,0.121,0,18.397577,0.003097,18.933929,0.024119,17.79513,0.016369,1.1388
7.4714,97.4071009957896,-31.4060699370086,97.40711003053,-31.40603696812,0.0958,0.106,0.2156,0.1268,1.735,0.132,7.418,0.132,0,18.618671,0.003129,19.265209,0.021355,17.892199,0.017475,1.373011
7.4721,97.4029067015661,-31.4063274193454,97.40290062458,-31.40629630379,0.4692,0.6451,0.0967,0.7216,-1.167,0.637,7.001,0.822,0,20.541988,0.007257,21.071436,0.14078,19.669004,0.064856,1.402431
7.478,97.2543328766049,-31.3149078380443,97.25432611362,-31.3148832736,0.0908,0.107,0.1362,0.1285,-1.3,0.123,5.527,0.125,0,18.492807,0.003221,18.873442,0.020111,17.969751,0.014701,0.90369
7.4868,97.394767459438,-31.1571905076809,97.39476087393,-31.15716479657,0.141,0.1515,0.2809,0.1875,-1.268,0.2,5.785,0.176,0,19.039865,0.003432,19.530935,0.038604,18.480419,0.024612,1.050516
7.4933,97.50106047591,-31.36790096751,97.50106047591,-31.36790096751,2.7429,1.4532,,,,,,,0,21.114845,0.022109,22.370638,0.240267,19.997107,0.164547,2.373531
7.4985,97.5212059825085,-31.2188854866222,97.52120984908,-31.2188837044,0.4451,0.4808,-0.3661,0.623,0.744,0.61,0.401,0.559,0,20.412106,0.006912,20.823494,0.096697,19.702469,0.072197,1.121025
7.4991,97.3895606789024,-31.1570708851644,97.38956560764,-31.15704652072,0.9775,1.0076,-0.8374,1.3176,0.949,1.628,5.482,1.134,0,20.862108,0.012311,21.646465,0.22034,20.169283,0.147078,1.477182
7.5077,97.528713222662,-31.3329947953266,97.52871579309,-31.33298328866,0.0341,0.0362,0.3101,0.0442,0.494,0.05,2.589,0.048,0,16.676325,0.002822,17.026936,0.0071,16.156385,0.005702,0.87055
7.5078,97.2942582794696,-31.1912108045899,97.29425265276,-31.19118688459,0.2665,0.2651,0.3969,0.3474,-1.083,0.39,5.382,0.347,0,19.808661,0.004729,20.449848,0.08568,19.125357,0.040961,1.324492
7.5088,97.4319594302305,-31.4030378193955,97.4319591178,-31.40304402384,0.0841,0.0904,0.5047,0.1099,-0.06,0.119,-1.396,0.116,0,18.362495,0.003066,19.100807,0.021254,17.56855,0.012153,1.532257
7.5098,97.4882578044845,-31.3784622840988,97.48827517628,-31.3784739241,0.204,0.2326,-0.0666,0.292,3.337,0.296,-2.619,0.28,0,19.615822,0.004275,20.661444,0.081304,18.649002,0.029021,2.012442
7.5151,97.4177352771858,-31.1582355720332,97.4177286137,-31.1582096387,0.3426,0.3532,0.4537,0.4325,-1.283,0.495,5.835,0.422,0,20.14237,0.005276,20.757576,0.083767,19.538498,0.051965,1.219078
7.5155,97.4030957949982,-31.1568816026132,97.40310254668,-31.15687790928,0.1647,0.1745,0.2037,0.217,1.3,0.231,0.831,0.21,0,19.109911,0.003669,19.676105,0.038751,18.520151,0.026423,1.155954
7.5198,97.4888876274001,-31.1856590904578,97.48888878073,-31.18570191268,0.1195,0.1217,0.6969,0.1451,0.222,0.17,-9.635,0.15,0,18.70454,0.003369,19.511257,0.070614,17.83794,0.022431,1.673317
7.5209,97.4904023308912,-31.1867919825654,97.49039532251,-31.18676722701,0.0814,0.0849,0.2372,0.1014,-1.349,0.116,5.57,0.105,0,18.101315,0.003001,18.456335,0.0198,17.601759,0.014755,0.854576
7.5299,97.258066684407,-31.2367268150265,97.25806040524,-31.23670194836,0.0292,0.0303,0.2021,0.0375,-1.208,0.04,5.595,0.037,0,16.290649,0.002802,16.543209,0.004286,15.896697,0.004865,0.646512
7.5342,97.4463359842909,-31.3996373522643,97.44632912669,-31.39961250782,0.0942,0.1038,0.3156,0.1244,-1.317,0.136,5.59,0.131,0,18.623102,0.003137,19.020683,0.024555,18.071072,0.018981,0.949612
7.5404,97.5317592110941,-31.3280811316813,97.53180020572,-31.32811575391,0.0608,0.0626,0.3943,0.0763,7.879,0.094,-7.79,0.079,0,17.67403,0.002945,18.006384,0.013687,17.184362,0.009905,0.822021
7.5436,97.3063991624266,-31.1816223455131,97.30639129726,-31.18161157218,0.5259,0.6125,1.3562,0.7925,-1.514,0.769,2.424,0.681,0,20.569096,0.007329,20.958527,0.127321,19.955036,0.093813,1.00349
7.5475,97.4574481032087,-31.3958788731777,97.45744488542,-31.3958700954,0.4004,0.471,0.0835,0.5772,-0.618,0.535,1.975,0.524,0,20.357718,0.006246,20.706696,0.074838,19.786833,0.06968,0.919863
7.5559,97.5101491119771,-31.2033451141271,97.51010225309,-31.20336859858,0.5888,0.6762,1.7566,0.8486,-9.018,0.79,-5.284,0.808,0,20.639576,0.008235,21.251883,0.144404,19.471083,0.044876,1.7808
7.5563,97.519389065516,-31.3495625900176,97.51938263311,-31.34953777224,0.0701,0.0766,0.0854,0.0937,-1.236,0.102,5.584,0.101,0,18.096212,0.002994,18.470589,0.015482,17.578796,0.011848,0.891792
7.5572,97.4748639284213,-31.1761173112455,97.47486228691,-31.17611191569,0.1961,0.1915,0.2669,0.2313,-0.316,0.305,1.214,0.231,0,19.350397,0.003922,19.689934,0.050999,18.975813,0.039213,0.714121
7.5578,97.3905606424121,-31.40784818055,97.39056172556,-31.40785122055,0.1676,0.1861,0.4348,0.2313,0.208,0.24,-0.684,0.233,0,19.394312,0.00392,20.040865,0.052614,18.649904,0.024005,1.390961
7.5584,97.5287609840552,-31.2290862160306,97.52874967935,-31.22906390492,0.7379,0.8979,-1.3342,1.1608,-2.175,0.795,5.02,1.201,0,20.83902,0.011478,21.151731,0.198505,20.040958,0.091953,1.110773
7.5683,97.2637323978982,-31.2243534204255,97.26373762119,-31.22433474487,0.5421,0.6467,-0.5759,0.8968,1.005,0.823,4.202,0.764,0,20.577316,0.007822,20.983637,0.148878,19.796877,0.088651,1.18676
7.5687,97.5388999477194,-31.3102409610866,97.53887042095,-31.31021648109,0.3053,0.3552,0.8836,0.4413,-5.676,0.453,5.508,0.425,0,20.039589,0.006247,20.79217,0.124398,18.957235,0.04149,1.834934
7.5776,97.273475712296,-31.3538741037874,97.27346587068,-31.35384900601,0.2579,0.3014,0.1459,0.3599,-1.891,0.35,5.647,0.344,0,19.987434,0.004628,20.52103,0.082655,19.397587,0.052331,1.123444
7.5845,97.3372039499753,-31.3983237683276,97.33719645202,-31.39831375055,0.1895,0.2224,0.4007,0.2679,-1.44,0.273,2.254,0.27,0,19.621292,0.004259,19.978985,0.042847,19.096209,0.040984,0.882776
7.5904,97.2809357626584,-31.201396742152,97.28092904937,-31.20137283993,0.1037,0.1055,0.4221,0.1337,-1.292,0.152,5.378,0.133,0,18.543226,0.003218,18.904667,0.022727,18.03957,0.01608,0.865097
7.5952,97.2486073675974,-31.3012840172565,97.24860013225,-31.30126055059,0.1574,0.178,0.3495,0.22,-1.391,0.225,5.28,0.209,0,19.246725,0.003749,19.809818,0.050205,18.629448,0.022734,1.18037
7.5953,97.4679542274245,-31.171817816261,97.46794898106,-31.17179290515,0.2054,0.2267,0.1758,0.2708,-1.01,0.305,5.605,0.266,0,19.512493,0.004187,20.121456,0.054048,18.823307,0.043431,1.298149
7.5984,97.2928578298626,-31.3737242749251,97.29284724698,-31.37372443937,0.3194,0.3832,1.1595,0.4731,-2.033,0.436,-0.037,0.453,0,20.254089,0.005592,21.253168,0.134654,19.224464,0.054515,2.028704
7.6006,97.3601430653633,-31.1588507305665,97.36013661997,-31.1588265039,0.0495,0.0556,0.3049,0.0666,-1.241,0.066,5.451,0.063,0,17.379185,0.00289,17.675629,0.008827,16.944839,0.009874,0.730789
7.6031,97.2779654506201,-31.2042249410582,97.2779520808,-31.20420757217,0.598,0.6758,0.9871,0.8276,-2.573,0.892,3.908,0.853,0,20.650038,0.008792,21.367496,0.139912,19.648981,0.081986,1.718515
7.6056,97.4897303817324,-31.1844636838751,97.48971979409,-31.18443368832,0.2755,0.3063,-0.2572,0.3606,-2.038,0.385,6.749,0.327,0,19.401257,0.005706,18.847256,0.123159,17.925022,0.048408,0.922234
7.6061,97.4469360738626,-31.400689336413,97.44692689905,-31.40070180308,0.4991,0.6172,0.1288,0.7065,-1.762,0.664,-2.805,0.734,0,20.549635,0.007453,21.414761,0.12785,19.513828,0.079563,1.900932
7.6063,97.2853849757538,-31.1966106077305,97.28537240716,-31.19659101662,0.9676,1.0902,-0.9063,1.543,-2.419,2.025,4.408,1.505,0,20.82288,0.01326,20.804813,0.334388,19.890888,0.195013,0.913925
7.607,97.27851660531,-31.36050887452,97.27851660531,-31.36050887452,4.3691,6.0367,,,,,,,0,21.012156,0.02871,20.450209,0.370601,19.739275,0.117387,0.710934
7.6073,97.5388758414935,-31.3130815740391,97.53885320154,-31.31302726293,0.0141,0.0154,0.6521,0.0186,-4.352,0.021,12.22,0.02,0,14.807784,0.002765,15.232868,0.003071,14.218272,0.003951,1.014596
7.6088,97.2823549073026,-31.1994419911566,97.28234973215,-31.19945236449,0.0439,0.0436,0.6862,0.054,-0.996,0.062,-2.334,0.054,0,17.037527,0.002842,17.644966,0.008064,16.312105,0.005603,1.332861
7.6113,97.33686161139,-31.1652386338,97.33686161139,-31.1652386338,40.1084,14.8421,,,,,,,0,21.073711,0.019415,22.400785,0.319205,20.092619,0.107989,2.308167
7.6119,97.2564773539318,-31.2364363788653,97.25646936985,-31.23643118331,0.193,0.2097,1.2518,0.2629,-1.536,0.279,1.169,0.247,0,19.347235,0.004042,20.76528,0.090403,18.199196,0.019002,2.566084
7.6175,97.3265633627746,-31.3946687680976,97.32655768746,-31.39464447032,0.0376,0.044,0.2861,0.0516,-1.09,0.053,5.467,0.056,0,17.013845,0.002825,17.283926,0.005745,16.568609,0.005851,0.715317
7.6264,97.5390932650549,-31.2505452011354,97.53908756203,-31.25052244558,0.156,0.1817,0.4699,0.2269,-1.097,0.228,5.12,0.219,0,19.305933,0.003618,19.842836,0.036864,18.594101,0.024689,1.248735
7.627,97.2924620939867,-31.1899331742254,97.29245592703,-31.18990749867,0.1379,0.1401,0.2747,0.1739,-1.187,0.191,5.777,0.174,0,18.821901,0.003359,19.236168,0.031071,18.304415,0.020534,0.931753
7.6356,97.25989372079,-31.22850984094,97.25989372079,-31.22850984094,11.7589,14.2719,,,,,,,0,21.388809,0.02246,20.26907,0.110017,18.506363,0.051104,1.762707
7.6381,97.2867086193733,-31.3694167073286,97.28670078538,-31.36939237844,0.6107,0.6704,0.0084,0.8553,-1.505,0.832,5.474,0.833,0,20.711529,0.009047,21.238134,0.125699,19.828506,0.131761,1.409628
7.6389,97.2807551404387,-31.2003183681154,97.28074868183,-31.20029357256,0.0667,0.067,0.3215,0.0843,-1.243,0.096,5.579,0.085,0,17.770496,0.002935,18.09622,0.012372,17.314796,0.008766,0.781424
7.6408,97.4649713374642,-31.1695513948588,97.46496627822,-31.16952702597,0.0809,0.0851,0.3063,0.0986,-0.974,0.116,5.483,0.108,0,18.135994,0.003029,18.485485,0.023222,17.603714,0.014699,0.881771
7.6434,97.490234645805,-31.1840092910622,97.49023085339,-31.18397750884,0.0156,0.0163,0.3578,0.0193,-0.73,0.021,7.151,0.02,0,14.982411,0.002772,15.264916,0.003314,14.530224,0.003996,0.734693
7.6465,97.5349819087136,-31.2380984803987,97.53497449108,-31.23807643151,0.2817,0.3499,1.1041,0.4358,-1.427,0.4,4.961,0.494,0,20.044741,0.005298,20.729898,0.141438,18.962742,0.043946,1.767157
7.6474,97.4785228186046,-31.3875952302216,97.47850145708,-31.38757801689,0.44,0.5355,-0.4156,0.6287,-4.103,0.615,3.873,0.64,0,20.109001,0.007985,20.435936,0.096357,19.299978,0.050461,1.135958
7.6475,97.2973291777116,-31.378326959022,97.29732234249,-31.3782990968,0.8435,1.3833,0.246,1.3447,-1.313,1.281,6.269,2.12,0,20.808739,0.01235,21.189499,0.181499,19.932886,0.150999,1.256613
7.6492,97.3285279959422,-31.1678386466265,97.32852094741,-31.16783461996,0.3868,0.4715,-0.0621,0.5805,-1.357,0.535,0.906,0.528,0,20.266617,0.006776,20.643723,0.113476,19.78784,0.069013,0.855883
7.6526,97.4433808454312,-31.4026471474302,97.44336592173,-31.40261311632,0.4833,0.53,0.362,0.6853,-2.866,0.615,7.657,0.629,0,20.57629,0.007766,21.501514,0.158964,19.420557,0.063327,2.080957
7.6527,97.5374635762007,-31.2440277399697,97.53745538874,-31.24399949997,0.8192,0.9176,0.0769,1.1097,-1.575,1.121,6.354,1.034,0,20.802322,0.010036,20.7498,0.185262,20.093042,0.115174,0.656757
7.6534,97.332125751517,-31.1663003009132,97.33213241557,-31.16626988758,0.0376,0.0381,0.4921,0.0483,1.283,0.052,6.843,0.047,0,16.675838,0.002807,17.047659,0.006434,16.134399,0.005188,0.91326
7.6584,97.3125841594466,-31.1755520587323,97.31256042001,-31.17553713429,0.0472,0.0497,1.4659,0.0603,-4.57,0.065,3.358,0.063,0,17.250551,0.002849,18.187895,0.012983,16.306103,0.005345,1.881792
7.6621,97.4335175826686,-31.1585878317609,97.43351061273,-31.15856248065,0.0614,0.0619,0.2054,0.0738,-1.342,0.084,5.704,0.078,0,17.627659,0.002934,17.938499,0.015826,17.180367,0.009035,0.758133
7.6679,97.3294879615597,-31.1670087465561,97.32955480516,-31.16705129324,0.3722,0.4315,-0.3879,0.5339,12.869,0.521,-9.573,0.48,0,20.21126,0.006102,20.918711,0.108185,19.378759,0.051946,1.539951
7.6759,97.5004242321071,-31.3728406892365,97.50041740249,-31.37281578257,0.0611,0.0667,0.3689,0.0792,-1.312,0.088,5.604,0.085,0,17.834078,0.00291,18.207264,0.013575,17.338785,0.010777,0.868479
7.6776,97.4975352155772,-31.188742000322,97.49752699134,-31.1887325381,0.2968,0.3062,-0.0851,0.3863,-1.583,0.467,2.129,0.406,0,19.94595,0.005385,20.538891,0.092527,19.242971,0.040016,1.295919
7.6798,97.3196079230025,-31.3925845440067,97.31962434981,-31.39257164623,0.0171,0.0187,0.533,0.0224,3.155,0.024,2.902,0.024,0,15.429483,0.00277,15.793545,0.00339,14.900958,0.003975,0.892587
7.6816,97.2477189819503,-31.3054271657633,97.24771757227,-31.30542519243,0.286,0.3533,0.4733,0.4543,-0.271,0.395,0.444,0.394,0,20.111034,0.005596,20.431925,0.063672,19.72085,0.06458,0.711075
7.6896,97.2753829188671,-31.3593177672689,97.27538411596,-31.35929595838,0.1644,0.1881,1.2017,0.2132,0.23,0.232,4.907,0.229,0,18.852846,0.004894,19.170261,0.034002,18.198084,0.023331,0.972178
7.6932,97.3666206737005,-31.4078682066055,97.36662596967,-31.40785361105,0.4061,0.5633,0.6964,0.6542,1.017,0.612,3.284,0.683,0,20.457819,0.006897,20.844526,0.08358,19.847609,0.06985,0.996918
7.6937,97.24622406149,-31.29864241848,97.24622406149,-31.29864241848,1.1269,2.1936,,,,,,,0,20.879576,0.013735,21.387638,0.156775,19.812855,0.137328,1.574783
7.6973,97.3327886108353,-31.398731436061,97.33278432032,-31.39870992495,0.3328,0.4203,0.4398,0.4999,-0.824,0.458,4.84,0.489,0,20.289789,0.005888,21.027964,0.096942,19.490572,0.047772,1.537392
7.7009,97.2448259272019,-31.282338254652,97.24481881292,-31.28234563243,0.0758,0.09,1.0321,0.0996,-1.368,0.1,-1.66,0.106,0,15.695,0.00292,15.469813,0.003487,14.582567,0.004109,0.887246
7.7032,97.3500419083327,-31.4044612143867,97.3500403774,-31.40445510772,0.1674,0.1927,0.0982,0.2331,-0.294,0.236,1.374,0.232,0,19.40452,0.003855,19.555595,0.081556,18.977308,0.050746,0.578287
7.7035,97.29804787719,-31.38005699646,97.29804787719,-31.38005699646,1.2357,1.3185,,,,,,,0,20.954712,0.014881,21.18055,0.335497,19.919083,0.143058,1.261467
7.7043,97.4739128389631,-31.3912395629567,97.47391484868,-31.39123669629,0.0544,0.0586,0.3148,0.0715,0.386,0.076,0.645,0.075,0,17.663349,0.002891,18.110069,0.009456,17.088686,0.007282,1.021383
7.7134,97.3581521257735,-31.4064455782637,97.35819887228,-31.40659975605,0.0275,0.0296,4.4731,0.0361,8.977,0.039,-34.69,0.038,0,16.343248,0.002818,17.639811,0.008388,15.222298,0.004133,2.417513
7.7161,97.4422647688122,-31.4040714229554,97.44225873363,-31.4040478274,0.1252,0.136,0.3168,0.1729,-1.159,0.176,5.309,0.167,0,18.975576,0.003372,19.405922,0.026623,18.431774,0.018902,0.974148
7.7233,97.349050282462,-31.4045605822831,97.34904323704,-31.40453592895,0.0342,0.0376,0.2867,0.0455,-1.353,0.048,5.547,0.048,0,16.838734,0.002822,17.108328,0.00673,16.42083,0.005915,0.687498
7.727,97.5135917816664,-31.2025461424378,97.51359078921,-31.20254388466,0.1823,0.212,1.4044,0.261,-0.191,0.273,0.508,0.263,0,19.257729,0.003907,20.838913,0.09375,18.088055,0.013264,2.750858
7.7281,97.2856494493627,-31.1933875553261,97.2856286046,-31.19337249755,0.013,0.0128,1.0554,0.0157,-4.012,0.019,3.388,0.016,0,14.411875,0.002764,14.751418,0.003044,13.910594,0.00387,0.840824
7.7317,97.4571369558995,-31.3993818192955,97.45713219152,-31.39937254374,0.0885,0.0976,0.2,0.1172,-0.915,0.122,2.087,0.12,0,18.513567,0.00311,18.911211,0.021148,18.01259,0.020621,0.898621
7.7347,97.3742518767746,-31.4096575373185,97.37424237301,-31.40963108843,0.2054,0.2382,-0.2897,0.2724,-1.825,0.303,5.951,0.305,0,19.56127,0.004098,20.124006,0.054062,18.883957,0.053478,1.240049
7.7355,97.3601927824122,-31.1565288668438,97.36020568327,-31.1564994624,0.0744,0.0807,0.3547,0.0961,2.484,0.101,6.616,0.091,0,18.011202,0.002994,18.46023,0.026323,17.363438,0.012704,1.096792
7.7362,97.326846577289,-31.3969792762486,97.32683834007,-31.39698914736,0.0089,0.0105,0.8234,0.0123,-1.582,0.012,-2.221,0.013,0,13.817135,0.002762,14.102953,0.002872,13.368754,0.003814,0.734199
7.7388,97.5233344046936,-31.3498060985922,97.52335149537,-31.34985612526,0.0279,0.031,1.1379,0.0373,3.284,0.041,-11.256,0.041,0,16.391483,0.00279,16.990377,0.005249,15.648899,0.004347,1.341478
7.7431,97.5439541680229,-31.3032567400944,97.54395091699,-31.30323785565,0.0856,0.0942,0.3044,0.1174,-0.625,0.127,4.249,0.115,0,18.34786,0.00309,18.63518,0.038538,17.790155,0.025557,0.845024
7.7537,97.3312656360802,-31.3991699221154,97.33125948666,-31.39914536656,0.1295,0.1635,0.0818,0.1921,-1.181,0.182,5.525,0.191,0,19.047312,0.003464,19.648741,0.038368,18.266031,0.017247,1.38271
7.7554,97.3232969434943,-31.3957882643196,97.32328691525,-31.39576738432,0.5882,0.815,-0.0282,0.9821,-1.926,0.824,4.698,0.966,0,20.692188,0.00904,21.243092,0.128978,19.953554,0.079938,1.289537
7.7585,97.2570080051578,-31.3350578664558,97.25699293088,-31.33502463979,0.6796,0.8801,-1.1311,1.1439,-2.897,0.887,7.476,1.035,0,20.749868,0.009009,21.080925,0.206344,19.869555,0.088853,1.21137
7.7612,97.5161581773403,-31.2044855714189,97.51618179413,-31.20449954031,0.1233,0.135,-0.092,0.1617,4.545,0.179,-3.143,0.167,0,18.888239,0.003355,19.25131,0.024223,18.437941,0.020537,0.81337
